Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Constituency_Type,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin_Percentage
1975,23,1,PATEL JAYRAM ANANDBHAI,INC,26473,UPLETA,GEN,69.21,49.56,no,20.66
1975,24,1,SHAH KANTILA PREMCHAND,INC,21497,JODIYA,GEN,62.79,49.06,no,16.2
1975,25,1,VINODBHAI B. SHETH,BLD,20653,JAMNAGAR,GEN,51.19,54.66,no,21.79
1975,26,1,PARMAR BHANJI KAMA,INC,8970,JAMNAGAR RURAL,SC,25.25,49.57,no,25.12
1975,27,1,PATEL BHIMJIBHAI VASHRAMBHAI,IND,24938,KALAWAD,GEN,65.56,52.24,no,10.79
1975,28,1,KALARIYA VITHALBHAI PREMJIBHAI,INC,20444,JAMJODHPUR,GEN,63.35,46.59,no,12.68
1975,29,1,BHATIA SAMAT KANA,INC,16711,BHANVAD,GEN,57.6,51.44,no,33.01
1975,30,1,MADAM HEMATHBHAI RAMBHAI,IND,14086,KHAMBHALIA,GEN,66.2,34.7,no,9.18
1975,31,1,GORIA MARKHI JETHABHAI,INC,20409,DWARKA,GEN,61.22,47.38,no,12.27
1975,32,1,THAKARAR VASANJI KHERAJ,BJS,27766,PORBANDAR,GEN,66.54,51.87,no,7.7
1975,33,1,KAMBALIYA VEJABHAI SAMATHBHAI,INC,18600,KUTIYANA,GEN,62.28,39.27,no,2.56
1975,34,1,JORA JETHALAL RANABHAI,INC,12311,MANGROL,GEN,57.58,28.86,no,2.45
1975,35,1,PATEL VALLABHABHAI POPATLAL,KLP,20078,MANAVADAR,GEN,76.43,36.75,no,4.37
1975,36,1,VANVI DEVJIBHAI BHIKHABHAI,INC,23004,KESHOD,SC,65.3,50.4,no,14.62
1975,37,1,MORI KANJIBHAI KASHARABHAI,INC,24574,TALALA,GEN,73.06,50.33,no,7.03
1975,38,1,SHIEKH AVASHABEGUMSAHEB MOHAMMED ALI,INC,16701,SOMNATH,GEN,61.74,36.24,no,7.14
1975,39,1,ACHARYA RASIKCHANDRA DEVSHANKER,SP,32081,UNA,GEN,64.33,61.52,no,29.36
1975,40,1,BHESANIYA KURAJIBHAI DUNGARBHAI,KLP,26399,VISAVADAR,GEN,69.97,55.09,no,17.83
1975,41,1,PATEL DHARMASHINH DAHVABHAI,KLP,20036,MALIYA,GEN,60,43.71,no,6.69
1975,42,1,ACHARYA HEMABEN SURYAKANT,BJS,29768,JUNAGADH,GEN,57.3,70.44,no,43.07
1975,43,1,KANSAGARA JINA DEVRAJ,KLP,21106,BABRA,GEN,61.41,49.83,no,5.84
1975,44,1,BHADANI MANEKLAL JERAMBHAI,KLP,22687,LATHI,GEN,67.18,51.52,no,7.23
1975,45,1,GONDHIA NARSINHDAS GORDHANDAS,NCO,21685,AMRELI,GEN,59.75,51.67,no,9.7
1975,46,1,KOTADIA MANUBHAI NARANBHAI,KLP,20296,DHARI,GEN,64.82,44.56,no,1.46
1975,47,1,MORI PRATAPSINGH ABHALBHAI,KLP,22181,KODINAR,GEN,66.25,49.03,no,2.6
1975,48,1,JASHWANT MEHTA,INC,19291,RAJULA,GEN,53.77,49.85,no,15.79
1975,49,1,PATEL VALLABHBHAI JIVANBHAI,NCO,25030,BOTAD,GEN,58.97,55.25,no,13.37
1975,50,1,SHAH PRATAPBHAI TARACHAND,INC,20430,GADHADA,GEN,60.79,44.57,no,14.8
1975,51,1,KESHRISINH SARVAIYA,INC,16296,PALITANA,GEN,58.8,37.3,no,7.27
1975,52,1,MANUBHAI VYAS,INC,17851,SIHOR,GEN,58.65,42.5,no,18.44
1975,53,1,LALLUBHAI SHETH,IND,22341,KUNDLA,GEN,72.5,40.55,no,12.3
1975,54,1,MEHTA CHHABILDAS PRAGJIBHAI,INC,23672,MAHUVA,GEN,51.29,65.73,no,47.16
1975,55,1,GOHIL GIGABHAI BHAVUBHAI,INC,20218,TALAJA,GEN,48.41,56.84,no,28.95
1975,56,1,GOHIL JORUBHA NARSINH,INC,22059,GHOGHO,GEN,59.72,50.19,no,8.14
1975,57,1,SHAH NAGINDAS MANILAL,BJS,22195,BHAVNAGAR NORTH,GEN,54.64,54.8,no,22.52
1975,58,1,GANDHI MANILAL GORDHANDAS,NCO,15134,BHAVNAGAR SOUTH,GEN,51.34,40.9,no,10.4
1975,59,1,SHAH NAVALBHAI NEMCHANDBHAI,NCO,25798,DHANDHUKA,GEN,60.45,52.55,no,12.97
1975,60,1,MAKWANA PARSOTANBHAI RAVJIBHAI,INC,21388,DHOLKA,GEN,63.21,42.81,no,17.92
1975,61,1,GOHEL DHULABHAI DALABHAI,NCO,32581,BAVLA,SC,60.83,63.93,no,27.86
1975,62,1,PATEL KANTILAL ISHWARLAL,NCO,33248,MANDAL,GEN,70.59,63.32,no,28.04
1975,64,1,CHAUHAN BHAVANSING KHODAJI,BJS,34276,SARKHEJ,GEN,59.38,63.34,no,36.56
1975,65,1,PATEL VISHNUBHAI KASIBHAI,NCO,32752,DASKROI,GEN,67.94,53.98,no,14.79
1975,66,1,GABHAJI MANGAJI THAKER,BJS,35231,DEHGAM,GEN,62.86,69.16,no,39.77
1975,67,1,PATEL BABUBHAI JASHBHAI,NCO,33661,SABARMATI,GEN,60.95,61.89,no,29.29
1975,68,1,VASANWALA BABUBHAI KESHAVLAL,NCO,29478,ELLIS BRIDGE,GEN,55.34,64.67,no,31.74
1975,69,1,MANUBHAI PALKHIWALA,INC,21919,DARIAPUR KAZIPUR,GEN,52.99,56.17,no,19.53
1975,70,1,PATEL PRAMODCHANDRA CHANDULAL,BJS,24645,SHAHPUR,GEN,62.73,52.66,no,23.32
1975,71,1,GUPTA RAJKUMAR GIGRAJ,IND,22728,KALUPUR,GEN,63.7,49.28,no,14.47
1975,72,1,PATANI LAKSHMANBHAI KALIDAS,INC,26985,ASARWA,GEN,55.96,46.83,no,19.16
1975,73,1,BAROT MAGANBHAI RANCHODDAS,INC,26662,RAKHIAL,GEN,58.36,62.92,no,38.33
1975,74,1,MAKWANA NARSINHBHAI KARSHANBHAI,INC,25949,SHAHER KOTDA,SC,53.88,58.17,no,24.31
1975,75,1,BHATT ASHOK KUMAR CHANDULAL,BJS,32537,KHADIA,GEN,57.19,69.83,no,49.84
1975,76,1,KUNDIWALA ABDULRAHIM TAJUJI,INC,29758,JAMALPUR,GEN,59.48,60.51,no,32.29
1975,77,1,BAROT NAVINCHANDRA MOTILAL,RMP,27853,MANINAGAR,GEN,55.81,54.11,no,12.77
1975,78,1,KHUBCHANDANI THAWARDAS LADHARAM,NCO,25335,NARODA,GEN,59.54,51.61,no,7.91
1975,79,1,JETHALAL FULCHANDBHAI PATEL,NCO,31945,GANDHINAGAR,GEN,61.48,60.14,no,29.77
1975,80,1,PATEL CHIMANBHAI PURSOTTAMDAS,NCO,24984,KALOL,GEN,56.48,53.98,no,22.29
1975,81,1,PATEL PRAHLADBHAI KESHAVLAL,BJS,22895,KADI,GEN,69.3,41.86,no,13.64
1975,82,1,PARMAR HARIBHAI KHUSALBHAI,NCO,23622,JOTANA,SC,54.72,52.92,no,27.03
1975,83,1,JHALA BHAVSINHJI DANSINHJI,NCO,24078,MEHSANA,GEN,63.76,45.05,no,17.45
1975,84,1,CHAUDHARI MOTIBHAI RANCHHODBHAI,NCO,27984,MANSA,GEN,65.7,48.67,no,23.75
1975,85,1,PATEL AMARATABHAI KALIDAS,IND,26826,VIJAPUR,GEN,69.77,43.8,no,15.66
1975,86,1,PATEL SANKALCHAND KALIDAS,IND,33937,VISNAGAR,GEN,70.1,51.83,no,17.47
1975,87,1,THAKORE SHANKARJI OKHAJI,INC,20659,KHERALU,GEN,60.48,40.88,no,0.02
1975,88,1,PATEL KANTILAL MANILAL,IND,36709,UNJHA,GEN,70,61.37,no,25.68
1975,89,1,PATEL VITHALBHAI DOSABHAI,NCO,26875,SIDHPUR,GEN,71.03,48.91,no,9.25
1975,90,1,TRIVEDI VIJAYKUMAR MADHAVLAL,INC,21483,VAGDOD,GEN,62.9,41.87,no,10.51
1975,91,1,AMIN BHAGWANDAS NARANDAS,BJS,24240,PATAN,GEN,64.16,46.77,no,13.78
1975,92,1,PATEL VIKRAMBHAI DHANJIBHAI,KLP,30071,CHANASMA,GEN,71.48,52.34,no,5.64
1975,93,1,THAKOR VIRAJI NAVAJI,BJS,36056,SAMI,GEN,71.08,60.63,no,28.69
1975,94,1,ZULA KHODIDAN BHIMJI,INC,30960,RADHANPUR,GEN,57.11,67.86,no,43.63
1975,95,1,PARMAR HEMABHAI DARGHA,INC,19991,VAV,GEN,57.13,42.57,no,2.18
1975,96,1,VAGHELA LILADHAR KHODAJI,INC,13817,DEODAR,GEN,55.51,37.59,no,6.35
1975,97,1,MAFATLAL ZUMCHAND PANCHANI,NCO,18574,KANKREJ,GEN,56.69,46.83,no,4.83
1975,98,1,PATEL VINODCHANDRA JETHALAL,NCO,14875,DEESA,GEN,45.39,50.32,no,17.32
1975,99,1,DAVE MANSUKHLAL JAYSHANKER,INC,13971,DHANERA,GEN,47.41,41.27,no,5.32
1975,100,1,BACHANI LEKHRAJ HEMRAJBHAI,BJS,20983,PALANPUR,GEN,50.98,55.65,no,33.13
1975,101,1,DEBHI ASHOKBHAI AMRABHAI,NCO,15309,VADGAM,SC,45.46,43.47,no,8.18
1975,102,1,HARISIN CHAVDA,NCO,17148,DANTA,GEN,45.79,45.79,no,12.99
1975,103,1,KATARA KHATUBHAI KAUDAJI,NCO,12544,KHADBRAHMA,ST,36.15,49.28,no,11.21
1975,104,1,SONERI KARSANDAS HIRABHAI,NCO,20100,IDAR,SC,41.23,62,no,35.32
1975,105,1,VYAS DHANESHWAR KALIDAS,NCO,22189,BHILODA,GEN,44.14,61.99,no,30.26
1975,106,1,PATEL BHAGWANDAS HARIBHAI,INC,16100,HIMATNAGAR,GEN,51.75,39.37,no,4.42
1975,107,1,RATHOD DIPSINGH JAWANSINGH,IND,13369,PRANTIJ,GEN,56.79,30.91,no,3.47
1975,108,1,ARJANBHAI BHIMJIBHAI PATEL,BJS,22830,MODASA,GEN,60.81,48.22,no,14.63
1975,109,1,RAHEVAR LALSINHJI KISHOR SINGHJI,NCO,19944,BAYAD,GEN,47.55,59.59,no,34.65
1975,110,1,GANDHI JETHALAL CHANDULAL,NCO,17945,MEGHRAJ,GEN,49.77,45.19,no,10.89
1975,111,1,JIVABHAI MOTIBHAI DAMOR,INC,12806,SANTRAMPUR,GEN,40.1,41.68,no,13.21
1975,112,1,MUNIA VIRJIBHAI LIMBABHAI,INC,13956,JHALOD,ST,39.85,47.36,no,12.46
1975,113,1,DAMOR MALSING FATABHAI,INC,19731,LIMDI,ST,49.22,56.36,no,24.33
1975,114,1,PATEL LALITKUMAR BHAGWANDAS,INC,19827,DOHAD,ST,51.85,54.88,no,12.41
1975,115,1,MAHANIYA VIRSINH GANGAJIBHAI,NCO,10644,LIMKHADA,ST,31.73,43,no,14.4
1975,116,1,JAYADIPSINHJI,KLP,22851,DAVGADH BARIA,GEN,52.53,62.28,no,37.63
1975,117,1,PATEL SHANTILAL PARSOTAMBHAI,NCO,14201,RAJGADH,GEN,46.54,45.99,no,5.93
1975,118,1,PARMAR UDAYSINH MOHANSINH,BLD,20519,HALOL,GEN,49.48,58.62,no,29.71
1975,119,1,GANDHI MANEKLAL MAGANLAL,NCO,25177,KALOL,GEN,52.05,66.08,no,35.44
1975,120,1,KHALPA ABDULKARIM ISMAIL,INC,18044,GODHRA,GEN,48.31,46.38,no,19.56
1975,121,1,PARMAR DATABHAI RAYJIBHAI,INC,10041,SHEHRA,GEN,41.77,29.92,no,0.07
1975,122,1,SHAH SHANTILAL GULABCHAND,NCO,17072,LUNAVADA,GEN,47.47,46.7,no,18.48
1975,123,1,GONDIA BADIABHAI MULJIBHAI,INC,9764,RANDHIKPUR,ST,33.83,41.5,no,6.9
1975,124,1,MODI CHAMPABEN CHANDULAL,IND,17451,BALASINOR,GEN,58.84,43.72,no,4.07
1975,125,1,CHAUHAN BUDHAJI JITAJI,INC,19795,KAPADVANJ,GEN,50,47.66,no,4.04
1975,126,1,MALEK YUASINMIYA YASUFMIYA,INC,27277,THASRA,GEN,59.43,55.5,no,21.05
1975,127,1,KHAMBHOJA HARIHARBHAI UMIYASHANKER,INC,23431,UMRETH,GEN,61.93,48.49,no,6.9
1975,128,1,ZALA MAGANBHAI GOKALBHAI,NCO,15836,KATHLAL,GEN,44.08,43.37,no,0.74
1975,129,1,PATEL RAMANBHAI NAGJIBHAI,IND,12280,MEHMEDABAD,GEN,47.07,30.47,no,1.37
1975,130,1,BALWANTSINH SUDHANSINH SODHA,INC,21051,MAHUDHA,GEN,49.53,50.02,no,8.42
1975,131,1,PATEL DINSHA ZAVERBHAI,NCO,32432,MADIAD,GEN,66.59,59.3,no,23.16
1975,132,1,VAGHHELA SHANKARBHAI DESAIBHAI,NCO,24710,CHAKALASI,GEN,60.17,49.85,no,3.51
1975,133,1,SOLANKI RANCHHODBHAI SHANABHAI,INC,23551,ANAND,GEN,60.7,51.38,no,25.91
1975,134,1,GOVINDBHAI JESHANGBHAI PATEL,INC,24210,SARSA,GEN,53.31,58.69,no,21.75
1975,135,1,PATEL FULABHAI VARDHABHAI,NCO,23654,PETLAD,GEN,62.18,48.9,no,7.86
1975,136,1,VANKER ISHWARBHAI NARANBHAI,NCO,23789,SAJITRA,SC,63.1,49.85,no,2.49
1975,137,1,PATEL GORDHANBHAI SHAMBHUBHAI,INC,34298,MATAR,GEN,62.56,68.76,no,42.06
1975,138,1,GOHEL UMEDBHAI FATEHSINH,INC,33136,BORSAD,GEN,64.18,61.94,no,25.14
1975,139,1,MADHAVSINH FULSINH SOLANKI,INC,35195,BHARDRAN,GEN,67.18,56.82,no,13.64
1975,140,1,PATEL VALLAVBHAI ASHABHAI,NCO,30639,CAMBAY,GEN,65.58,56.67,no,14.81
1975,141,1,RATHAWA RAMANBHAI NARANBHAI,NCO,14470,CHHOTA UDAIPUR,ST,47.67,41.43,no,6.07
1975,142,1,RATHWA MOHANSINH CHHOTUBHAI,NCO,23019,JETPUR,GEN,60.25,53.66,no,30.43
1975,143,1,BHIL MEGHABHAI JAGABHAI,INC,16020,NASVADI,ST,47.74,44.01,no,5.24
1975,144,1,TADVI BHAIJIBHAI BANABHAI,KLP,15757,SANKHEDA,ST,51.81,43.49,no,14.89
1975,145,1,AMBALAL NAGJIBHAI PATEL,NCO,21158,DABHOI,GEN,64.98,42.24,no,1.12
1975,146,1,PARMAR PRABHATSINH JORSINH,INC,31636,SAVLI,GEN,66.58,52.69,no,34.72
1975,147,1,MAKARAND BALWANTRY DESAI,BJS,36801,BARODA CITY,GEN,61.43,69.13,no,41.5
1975,148,1,G.G. PARADKAR,SP,24996,SAYAJIGANJ,GEN,58.89,51.35,no,7.61
1975,149,1,BHAILALBHAI GARBADDAS,NCO,30413,REOPURA,GEN,59.68,64.22,no,29.7
1975,150,1,MEHTA SANATKUMAR MAGANLAL,INC,21752,VAGHODIA,GEN,67.82,47.55,no,18.48
1975,151,1,PATEL THAKORBHAI MOHANBHAI,NCO,23272,BARODA RURAL,GEN,57.72,46.12,no,2.86
1975,152,1,SHAH JASHVANTLAL SAUBHAGYACHAND,NCO,39172,PADRA,GEN,68.07,61.08,no,29.96
1975,153,1,LAUVA RAGHAVJI THOBMANBHAI,INC,26019,KARJAN,SC,61.55,46.48,no,6.68
1975,154,1,SOLANKI MAGANBHAI BHUKHANBHAI,INC,37987,JAMBUSAR,GEN,75.49,59.63,no,20.8
1975,155,1,RANA VIJAYSINHJI MANSINHJI,INC,21956,VAGRA,GEN,74.03,35.17,no,0.72
1975,156,1,THAKORE PAYUSHBHAI DHANVANTRAI,INC,23934,BROACH,GEN,68.27,40.84,no,1.94
1975,157,1,PATEL THAKORBHAI GOMANBHAI,NCO,23789,ANKLESHWAR,GEN,63.54,52.33,no,16.02
1975,158,1,VASAVA ZINABHAI RAMSANG,INC,25654,JHAGADIA,ST,52.03,63.46,no,42.33
1975,159,1,VASAVA KALUBHAI KHIMJIBHAI,INC,14285,DEDIAPADA,ST,48.86,40.51,no,12.18
1975,160,1,RAJWADI HIMATBHAI MATHURBHAI,INC,19804,RAJPIPLA,ST,52.85,49.55,no,5.73
1975,161,1,VASAVA GOVINDBHAI BARKIYABHAI,INC,18435,NIJHAR,ST,40.31,58.18,no,34.8
1975,162,1,VASAVA MANSUKHLAL JANIABHAI,INC,17473,MANGROL,ST,55.22,43.24,no,2.66
1975,163,1,GAMIT VASANJIBHAI GANJIBHAI,INC,14078,SONGADH,GEN,38.36,53.15,no,17.15
1975,164,1,AMARSINH BHILABHAI CHUDHARI,INC,24877,VYARA,ST,54.39,59.51,no,20.9
1975,165,1,DHODIA DHANJIBHAI KARSANBHAI,INC,19600,MAHUVA,ST,53.8,46.24,no,0.24
1975,166,1,RATHOD CHHOTUBHAI NATHUBHAI,NCO,24615,BARDOLI,ST,56.85,52.94,no,12.76
1975,167,1,RATHOD DHANJIBHAI MOTIBHAI,NCO,23410,KAMREJ,ST,67.72,48.55,no,6.74
1975,168,1,PATEL PARBHUBHAI DAHYABHAI,NCO,32748,OLPAD,GEN,59.43,65.2,no,34.66
1975,169,1,PATEL SHAMBHUBHAI VALLABHBHAI,NCO,28629,SURAT CITY NORTH,GEN,55.88,57.68,no,20.63
1975,170,1,KASHIRAM CHHABIDAS RANA,BJS,25287,SURAT CITY EAST,GEN,59.82,60.93,no,21.87
1975,171,1,VYAS POPATLAL MULSHANKAR,NCO,29111,SURAT CITY WEST,GEN,57.82,62.25,no,25.8
1975,172,1,PATEL THAKOREBHAI NAROTTAMBHAI,NCO,22175,CHORASI,GEN,47.34,53.34,no,12.84
1975,173,1,PATEL GOSIABHAI CHHIBABHAI,NCO,23295,JALALPORE,GEN,50.51,58.25,no,22.75
1975,174,1,PATEL VITHAL BHAI NAGARJI PATEL,NCO,23522,NAVSARI,GEN,55.11,50.06,no,4.86
1975,175,1,NAIK PARAGJI DAHYABHAI,NCO,29487,GANDEVI,GEN,59.93,57.33,no,16.26
1975,176,1,PATEL BHAGUBHAI PARSOTTAMBHAI,NCO,16782,CHIKHLI,ST,43.46,46.59,no,17.93
1975,177,1,BAGUL BHASKERBHAI LAXMANBHAI,NCO,12529,DANGS BANSADA,ST,45.19,38.88,no,12.91
1975,178,1,KESHAVBHAI RATANJI PATEL,NCO,30271,BULSAR,GEN,44.32,77.58,no,61.43
1975,179,1,JADAV RAMABHAI BALUBHAI,NCO,18638,DHARAMPUR,ST,48.58,53.04,no,27.41
1975,180,1,PATEL UTTAMBHAI HARJIBHAI,INC,24516,MOTA PONDHA,ST,45.38,67.75,no,51.26
1975,181,1,PATEL CHHOTUBHAI JAMNABHAI,BJS,17875,PARDI,ST,43.88,51.75,no,8.44
1975,182,1,PATEL CHHOTUBHAI VESTABHAI,INC,19354,UMBERGAON,ST,46.8,51.81,no,11.33
1980,1,1,KHARASHANKER VITHALDAS JOSHI,INC(I),16665,ABDASA,GEN,56.59,37,no,4.98
1980,2,1,SANGHVI JAYKUMAR CHUNILAL,INC(I),17255,MANDVI,GEN,54.13,40.07,no,8.24
1980,3,1,SHAH MOHANLAL NEMCHAND,INC(I),21243,BHUJ,GEN,40.71,59.13,no,33.64
1980,4,1,DAFDA VIRJI BHIMJI,INC(I),10048,MUNDRA,SC,27.87,49.47,no,23.14
1980,5,1,KHIMJIBHAI JESANGBHAI,INC(I),26293,ANJAR,GEN,43.48,60.93,no,35.8
1980,6,1,SHAH BABUBHAI MEGHJI,BJP,30619,RAPAR,GEN,61.04,55.51,no,15.71
1980,7,1,CHAVDA SHANTABEN KHIMJIBHAI,INC(I),23554,DASADA,SC,49.22,58.21,no,37.04
1980,8,1,ACHARYA ARVINDKUMAR PRANJIVANBHAI,INC(I),20907,WADHWAN,GEN,39.4,57.1,no,22.22
1980,9,1,DAVE TRAMBAKLAL MOHANLAL,INC(I),18076,LIMBDI,GEN,47.43,41.43,no,10.97
1980,10,1,MAKAWANA KARAMSIBHAI KNAJIBHAI,INC(I),18769,CHOTILA,GEN,27.65,87.56,no,81.57
1980,11,1,ZALA JIVUBHA GHELUBHA,JNP(JP),17555,HALVAD,GEN,41.69,56.07,no,14.71
1980,12,1,NAGINDAS MANEKCHAND SHAH,IND,13436,DHRANGADHRA,GEN,44.26,37.86,no,8.44
1980,13,1,SARADAVA JIVRAJ THOBHAN,INC(I),17971,MORVI,GEN,37.85,53.09,no,31.43
1980,14,1,PATEL VALLABHBHAI POPATLAL,IND,32686,TANKARA,GEN,55.8,64.63,no,32.6
1980,15,1,PIRZADA MANJUR HUSSAIN ABDUL MUTLIB,INC(I),23476,WANKANER,GEN,50.49,57.22,no,17.26
1980,16,1,DABHI MAMAIYA HARIBHAI,IND,19041,JASDAN,GEN,51.36,43.65,no,10.61
1980,17,1,JADEJA MANCHARSINHJI PRADUMANSINHJI,INC(I),31379,RAJKOT-I,GEN,44.84,67.58,no,35.75
1980,18,1,MANIBHAI RANPARA,INC(I),19755,RAJKOT-II,GEN,40.91,51.91,no,5.24
1980,19,1,VAGHELA BHANUBHAI GIGABHAI,INC(I),18786,RAJKOT RURAL,SC,30.47,76.84,no,56.66
1980,20,1,PATEL KESHUBHAI SAVDAS,BJP,24572,GONDAL,GEN,49.37,56.04,no,17.28
1980,21,1,VEKARIA JAMNADAS SAMJIBHAI,INC(I),20505,JETPUR,GEN,52.46,44.39,no,12.74
1980,22,1,RAMNIKBHAI DHAML,JNP(JP),27812,DHORAJI,GEN,61.64,51.47,no,4.1
1980,23,1,MANVAR BALVANTRAY BACHULAL,INC(I),27020,UPLETA,GEN,60.47,51.05,no,4.57
1980,24,1,PATEL BHANJI BHIMJI,JNP(JP),14341,JODIYA,GEN,53.72,33.51,no,1.75
1980,25,1,M. K. BLOCH,INC(I),17022,JAMNAGAR,GEN,40.39,46.76,no,21.83
1980,26,1,PARMAR BHANJI KAMA,INC(I),11764,JAMNAGAR RURAL,SC,20.45,58.57,no,39.55
1980,27,1,PATEL BHIMJIBHAI VASRAMBHAI,IND,27445,KALAWAD,GEN,57.99,56.95,no,15.67
1980,28,1,PATEL CHIMANBHAI JIWABHAI,JNP(SC),25638,JAMJODHPUR,GEN,62.47,53.42,no,7.82
1980,29,1,KARANGIYA BHIMSI KESUR,INC(I),12253,BHANVAD,GEN,49.89,38.08,no,15.76
1980,30,1,MADAM HEMATBHAI RAMBHAI,IND,19152,KHAMBHALIA,GEN,57.8,47.15,no,1.38
1980,31,1,TRIVEDI LILABEN GAURISHANKER,INC(I),18475,DWARKA,GEN,46.55,49.42,no,9.41
1980,32,1,LAKHANI SHASHIKANT ANANDLAL,INC(I),16969,PORBANDAR,GEN,37.77,48.03,no,18.73
1980,33,1,MAHANT VIJAYDASJI VIRDASJI,INC(I),0,KUTIYANA,GEN,0,NA,no,NA
1980,34,1,ANTROLIYA SUKABHAI RAMABHAI,IND,22776,MANGROL,GEN,55.21,49.88,no,6.49
1980,35,1,HUDKA MULJIBHAI KALIDAS,INC(I),20104,MANAVADAR,GEN,58.3,42.24,no,10.57
1980,36,1,VANAVI DEVJIBHAI BHIKHABHAI,INC(I),19704,KESHOD,SC,43.68,55.8,no,22.3
1980,37,1,ZALA KALABHAI RANMALBHAI,INC(I),21482,TALALA,GEN,58.63,46.39,no,12.87
1980,38,1,VADHER RUDABHAI DEVSHI,JNP(JP),14747,SOMNATH,GEN,49.76,32.65,no,1.54
1980,39,1,UKABHAI SIDIBHAI ZALA,INC(I),30377,UNA,GEN,50.93,63.56,no,39.95
1980,40,1,RIBADIYA DHIRAJLAL FULABHAI,JNP(JP),20682,VISAVADAR,GEN,57.42,46.82,no,6.94
1980,41,1,RAIJADA HAMIRJI HATHISINH,INC(I),22445,MALIYA,GEN,49.68,51.22,no,22.96
1980,42,1,PATEL GORDHANBHAI GOKALBHAI,INC(I),18735,JUNAGADH,GEN,42.6,49.96,no,18.78
1980,43,1,PALASANA BECHARBHAI MADHABHAI,IND,16893,BABRA,GEN,50.18,42.39,no,14.26
1980,44,1,KHODIDAS THAKKAR,INC(I),24942,LATHI,GEN,51.71,64.78,no,33.64
1980,45,1,DWARKADAS MOHANLAL PATEL,IND,18627,AMRELI,GEN,57.94,39.49,no,7.32
1980,46,1,MANUBHAI KOTADIYA,JNP(JP),26783,DHARI,GEN,60.69,53.11,no,9.67
1980,47,1,KAMALIYA ARSHIBHAI KANABHAI,INC(I),28933,KODINAR,GEN,63.97,56.05,no,16.84
1980,48,1,VARU PARTPBHAI SURAGBHAI,INC(I),18174,RAJULA,GEN,49.29,43.26,no,1.51
1980,49,1,KHACHAR HATHIBHAI CHHELBHAI,INC(I),23672,BOTAD,GEN,48.93,53.34,no,30.18
1980,50,1,GOHEL BACHUBHAI BHIKHABHAI,INC(I),20596,GADHADA,SC,38.69,59.1,no,27.76
1980,51,1,DABHI NATUBHAI BHIKHABHAI,IND,16097,PALITANA,GEN,57.29,33.54,no,4.99
1980,52,1,GOTHANI DALSUKHBHAI JERAMBHAI,JNP(JP),19677,SIHOR,GEN,53.6,43.71,no,5.23
1980,53,1,DESAI RAMJIBHAI VALLABHDAS,INC(I),25421,KUNDLA,GEN,57.34,48.95,no,2.04
1980,54,1,JANI VRIJLAL DURLABHJI,INC(I),22038,MAHUVA,GEN,45.01,59.46,no,20.31
1980,55,1,BALADHIYA DHANJIBHAI HIRABHAI,INC(I),18629,TALAJA,GEN,39.85,54.92,no,34.08
1980,56,1,GOHIL KIRITSINH ANOPSINH,INC(I),27470,GHOGHO,GEN,48.12,67.7,no,35.4
1980,57,1,SHAH RASIKLAL NATHALAL,INC(I),16600,BHAVNAGAR NORTH,GEN,36.77,46.08,no,6.86
1980,58,1,PATEL TRAMBAKLAL MULJIBHAI (PATEL BABUBHAI VAKIL),INC(I),16626,BHAVNAGAR SOUTH,GEN,40.98,43.12,no,18.19
1980,59,1,SHAH NATVARLAL CHANDULAL,INC(I),25931,DHANDHUKA,GEN,47.51,60.97,no,35.49
1980,60,1,MAKWANA PARSOTTAMBHAI RAVJIBHAI,INC(I),22310,DHOLKA,GEN,55.97,44.91,no,12.49
1980,61,1,GOHIL DHULABHAI DALABHAI,JNP(JP),20295,BAVLA,SC,43.97,47.81,no,4.85
1980,62,1,PATEL BHAILAL AMBALAL,INC(I),21101,MANDAL,GEN,54.35,48.49,no,15.04
1980,63,1,PATEL DAUDBHAI MIYANBHAI,INC(I),20865,VIRAMGAM,GEN,55.81,42.51,no,12.86
1980,64,1,HARISHANKER PANDYA,INC(I),27295,SARKHEJ,GEN,42.4,44.27,no,15.24
1980,65,1,FATESINH SODHA,INC(I),30490,DASKROI,GEN,53.73,52.8,no,17.76
1980,66,1,RATHOD KHUMANSINH GAMBHIRSINH,INC(I),20407,DEHGAM,GEN,57.82,38.32,no,8.12
1980,67,1,KOKILABEN HARIPRASAD VYAS,INC(I),30097,SABARMATI,GEN,46.5,48.34,no,3.7
1980,68,1,BABUBHAI VASANWALA,JNP(JP),21016,ELLIS BRIDGE,GEN,38.32,46.68,no,1.78
1980,69,1,SURENDRA RAJPUT,INC(I),25777,DARIAPUR-KAZIPUR,GEN,51.5,59.71,no,35.05
1980,70,1,KAMDAR VADILAL RATILAL,INC(I),22611,SHAHPUR,GEN,51.29,55.04,no,32.81
1980,71,1,MOHAMMED HUSEIN BAREJIA,INC(I),24248,KALUPUR,GEN,51.57,63.12,no,39.05
1980,72,1,LAXMANBHAI KALIDAS PATANI,INC(I),34964,ASARWA,GEN,44.99,58.56,no,36.27
1980,73,1,PRABODH RAVAL,INC(I),29581,RAKHIAL,GEN,50.12,60.56,no,48.05
1980,74,1,MANUBHAI PARMAR,INC(I),28448,SHAHER KOTDA,SC,43.14,70.04,no,53.95
